,Title,Link,Source,Published,Subjectivity,Polarity,Analysis
49,"Marathon Digital slides after B.Riley cuts price target on delays, lower-than-expected BTC production - Seeking Alpha",https://seekingalpha.com/news/3820826-marathon-digital-slides-after-briley-cuts-price-target-on-delays-lower-than-expected-btc-production,https://seekingalpha.com,"Tue, 05 Apr 2022 15:28:00 GMT",0.0,0.0,Positive
50,What Is Behind Norway's Booming Bitcoin And Crypto Interest? - Bitcoinist,https://bitcoinist.com/what-is-behind-norways-booming-bitcoin-and-crypto-interest/,https://bitcoinist.com,"Tue, 05 Apr 2022 23:47:37 GMT",0.7,-0.4,Negative
51,"Intel Rolls Out New BTC Mining Chip, BTC and SHIB Accepted at Vending Machines, Former Binance CFO Buys Ripple’s ODL: Crypto News Digest by U.Today - U.Today",https://u.today/intel-rolls-out-new-btc-mining-chip-btc-and-shib-accepted-at-vending-machines-former-binance-cfo,https://u.today,"Tue, 05 Apr 2022 16:13:24 GMT",0.22727272727272727,0.06818181818181818,Positive
52,"Bitcoin Pioneer Ross Ulbricht Auctioning Original Artwork, NFT Created In Prison - Bitcoin Magazine",https://bitcoinmagazine.com/culture/silk-road-ross-ulbricht-prison-paintings,https://bitcoinmagazine.com,"Wed, 06 Apr 2022 12:00:00 GMT",0.75,0.375,Positive
53,Can the IRS Track Bitcoin? Koinly Explains – Sponsored Bitcoin News - Bitcoin News,https://news.bitcoin.com/can-the-irs-track-bitcoin-koinly-explains/,https://news.bitcoin.com,"Wed, 06 Apr 2022 11:01:58 GMT",0.0,0.0,Positive
54,River Financial Announces Managed Bitcoin Mining Product - Bitcoin Magazine,https://bitcoinmagazine.com/business/river-financial-announces-managed-bitcoin-mining-product,https://bitcoinmagazine.com,"Tue, 05 Apr 2022 16:18:01 GMT",0.0,0.0,Positive
55,"Bitcoin Company IBEX Raises $4 Million, Eyes Expansion - Bitcoin Magazine",https://bitcoinmagazine.com/business/bitcoin-company-ibex-raises-4-million-eyes-expansion,https://bitcoinmagazine.com,"Mon, 04 Apr 2022 19:00:00 GMT",0.0,0.0,Positive
56,"Stellar Tops Crypto Transactions By Volumes; Bitcoin Fourth, Ethereum Third: Report - Outlook India",https://www.outlookindia.com/business/stellar-tops-crypto-transactions-by-volumes-bitcoin-fourth-ethereum-third-report-news-190288,https://www.outlookindia.com,"Wed, 06 Apr 2022 07:45:39 GMT",0.08333333333333333,0.08333333333333333,Positive
57,Bitcoin Is Venice: Client/Server Fiat Finance - Bitcoin Magazine,https://bitcoinmagazine.com/culture/bitcoin-fixes-client-server-fiat-finance,https://bitcoinmagazine.com,"Tue, 05 Apr 2022 12:00:00 GMT",0.0,0.0,Positive
58,Why Terra Wants To Be The Biggest Bitcoin Whale - Bloomberg,https://www.bloomberg.com/news/videos/2022-04-04/why-terra-wants-to-be-the-biggest-bitcoin-whale-video,https://www.bloomberg.com,"Mon, 04 Apr 2022 18:01:20 GMT",0.1,0.2,Positive
59,DOGE is the most-searched cryptocurrency in the US followed by Bitcoin; SHIB ranks 4th - Finbold - Finance in Bold,https://finbold.com/doge-is-the-most-searched-cryptocurrency-in-the-u-s-followed-by-bitcoin-shib-ranks-4th/,https://finbold.com,"Tue, 05 Apr 2022 09:25:43 GMT",0.6666666666666666,0.3333333333333333,Positive
60,Twitter debates the role of renewable energy in Bitcoin mining - Cointelegraph,https://cointelegraph.com/news/twitter-debates-the-role-of-renewable-energy-in-bitcoin-mining,https://cointelegraph.com,"Tue, 05 Apr 2022 20:25:00 GMT",0.0,0.0,Positive
61,Are you a beginner in crypto? Here are 6 notable Bitcoin price predictions you need to know - Vulcan Post,https://vulcanpost.com/784074/cryptocurrency-beginner-notable-bitcoin-price-predictions/,https://vulcanpost.com,"Tue, 05 Apr 2022 06:54:24 GMT",0.5,0.5,Positive
62,"In a Bid to Lure Investors, a REIT Turns to Bitcoin Payments - PYMNTS.com",https://www.pymnts.com/blockchain/bitcoin/2022/in-a-bid-to-lure-investors-a-reit-turns-to-bitcoin-payments/,https://www.pymnts.com,"Tue, 05 Apr 2022 08:02:52 GMT",0.0,0.0,Positive
63,"Sazmining, the World's First Bitcoin Mining Company Created to Give Retail Users Direct Access to Powerful Green Mining Operations, Launches at Bitcoin Miami 2022 - GlobeNewswire",https://www.globenewswire.com/news-release/2022/04/06/2417592/0/en/Sazmining-the-World-s-First-Bitcoin-Mining-Company-Created-to-Give-Retail-Users-Direct-Access-to-Powerful-Green-Mining-Operations-Launches-at-Bitcoin-Miami-2022.html,https://www.globenewswire.com,"Wed, 06 Apr 2022 12:30:00 GMT",0.5083333333333333,0.11249999999999998,Positive
64,"How Bitcoin helps countries fight “monetary colonialism"" — a Senegalese-American developer explains - The Business of Business",https://www.businessofbusiness.com/articles/How%20Bitcoin%20helps%20countries%20fight%20%E2%80%9Cmonetary%20colonialism%22/,https://www.businessofbusiness.com,"Tue, 05 Apr 2022 16:21:09 GMT",0.0,0.0,Positive
65,Bitcoin Co. Nets $2M in Seed Round - PYMNTS.com,https://www.pymnts.com/news/investment-tracker/2022/bitcoin-co-nets-2m-in-seed-round/,https://www.pymnts.com,"Tue, 05 Apr 2022 17:21:11 GMT",0.4,-0.2,Negative
66,"A New World Monetary Order is Emerging, and Bitcoin is Poised to Be a Part of It - CryptoSlate",https://cryptoslate.com/a-new-world-monetary-order-is-emerging-and-bitcoin-is-poised-to-be-a-part-of-it/,https://cryptoslate.com,"Wed, 06 Apr 2022 08:01:38 GMT",0.45454545454545453,0.13636363636363635,Positive
67,"Plato signs with BTC Racing for 2022, announces BTCC retirement - Autosport",https://www.autosport.com/btcc/news/plato-signs-with-btc-racing-for-2022-btcc-season-announces-retirement/9633193/,https://www.autosport.com,"Wed, 06 Apr 2022 07:05:04 GMT",0.0,0.0,Positive
68,Is Apple about to send Bitcoin to the moon? A rundown of the rumor - CryptoSlate,https://cryptoslate.com/is-apple-about-to-send-bitcoin-to-the-moon-a-rundown-of-the-rumor/,https://cryptoslate.com,"Mon, 04 Apr 2022 21:30:00 GMT",0.0,0.0,Positive
69,Bitcoin Bullish Signal: 30MA STH-SOPR Returns Above 1 After 4 Months - NewsBTC,https://www.newsbtc.com/news/bitcoin/bitcoin-bullish-30ma-sth-sopr-above-1-4-months/,https://www.newsbtc.com,"Mon, 04 Apr 2022 19:13:24 GMT",0.1,0.0,Positive
70,Kakao Piccoma Acquires the Japanese Crypto Platform Sakura Exchange Bitcoin (Report) - CryptoPotato,https://cryptopotato.com/kakao-piccoma-acquires-the-japanese-crypto-platform-sakura-exchange-bitcoin-report/,https://cryptopotato.com,"Tue, 05 Apr 2022 22:17:31 GMT",0.0,0.0,Positive
71,"Bitcoin (BTC) and Crypto Setting Up for a Perfect Storm, According to Macro Guru Raoul Pal – Here’s Why - The Daily Hodl",https://dailyhodl.com/2022/04/04/bitcoin-btc-and-crypto-setting-up-for-a-perfect-storm-according-to-macro-guru-raoul-pal-heres-why/,https://dailyhodl.com,"Mon, 04 Apr 2022 22:06:10 GMT",0.5,0.5,Positive
72,Best Bitcoin Casinos for US Players - Top Crypto Bonuses 2022 - Orlando Magazine,https://www.orlandomagazine.com/best-bitcoin-casinos-for-us-players-top-crypto-bonuses-2022/,https://www.orlandomagazine.com,"Mon, 04 Apr 2022 17:18:23 GMT",0.4,0.75,Positive
73,"Coinbase stock dips as Mizuho lowers price target, bitcoin erases gains (NASDAQ:COIN) - Seeking Alpha",https://seekingalpha.com/news/3820851-coinbase-stock-dips-as-mizuho-lowers-price-target-bitcoin-slumps-to-sub-46k,https://seekingalpha.com,"Tue, 05 Apr 2022 16:18:00 GMT",0.0,0.0,Positive
74,Stillmark targeting $500 million raise for new bitcoin credit fund - The Block Crypto,https://www.theblockcrypto.com/post/140637/stillmark-targeting-500-million-raise-for-new-bitcoin-credit-fund,https://www.theblockcrypto.com,"Tue, 05 Apr 2022 14:53:25 GMT",0.45454545454545453,0.13636363636363635,Positive
75,Huge Rallies in Sight for Zilliqa (ZIL) and Top Ethereum Gaming Project As Bitcoin (BTC) Breaks Out: Crypto... - The Daily Hodl,https://dailyhodl.com/2022/04/05/huge-rallies-in-sight-for-zilliqa-zil-and-top-ethereum-gaming-project-as-bitcoin-btc-breaks-out-crypto-analyst/,https://dailyhodl.com,"Tue, 05 Apr 2022 07:04:47 GMT",0.4666666666666666,0.30000000000000004,Positive
76,"Bitcoin price is ready for a move to $53,000 - FXStreet",https://www.fxstreet.com/cryptocurrencies/news/bitcoin-price-is-ready-for-a-move-to-53-000-202204051445,https://www.fxstreet.com,"Tue, 05 Apr 2022 14:45:11 GMT",0.5,0.2,Positive
77,Bitcoin reboots Ron Paul's 'revolution'- POLITICO - POLITICO,https://www.politico.com/newsletters/digital-future-daily/2022/04/05/can-crypto-fuel-a-real-ron-paul-revolution-00023149,https://www.politico.com,"Tue, 05 Apr 2022 21:18:44 GMT",0.0,0.0,Positive
78,BTC foundation to raise funds for community projects - Punch Newspapers,https://punchng.com/btc-foundation-to-raise-funds-for-community-projects/,https://punchng.com,"Tue, 05 Apr 2022 03:08:31 GMT",0.0,0.0,Positive
79,Should You Invest in Bitcoin? Here's What Jack Dorsey Thinks - The Motley Fool,https://www.fool.com/the-ascent/cryptocurrency/articles/should-you-invest-in-bitcoin-heres-what-jack-dorsey-thinks/,https://www.fool.com,"Tue, 05 Apr 2022 10:32:23 GMT",0.9,0.6,Positive
80,Trudeau Challenger Wants Canada to Embrace Bitcoin - Decrypt,https://decrypt.co/96850/trudeau-poilievre-bitcoin-canada,https://decrypt.co,"Mon, 04 Apr 2022 19:14:59 GMT",0.1,0.2,Positive
81,Miami’s crypto craze on full display at bitcoin conference - WSB Atlanta,https://www.wsbtv.com/news/technology/miamis-crypto-craze/3ILFFIRUHH4W3I5HJKEMY7WUXY/,https://www.wsbtv.com,"Wed, 06 Apr 2022 05:12:35 GMT",0.55,0.35,Positive
82,"Cryptocurrency: Anthony “the Mooch” Scaramucci thinks bitcoin will hit $US500,000 - The Australian Financial Review",https://www.afr.com/chanticleer/why-the-mooch-says-bitcoin-is-going-to-us500-000-20220406-p5ab9i,https://www.afr.com,"Wed, 06 Apr 2022 02:47:00 GMT",0.0,0.0,Positive
83,"Why Dogecoin Is Outperforming Bitcoin, Ethereum Today - Benzinga - Benzinga",https://www.benzinga.com/markets/cryptocurrency/22/04/26492451/dogecoin-continues-to-outperform-bitcoin-ethereum-what-you-need-to-know,https://www.benzinga.com,"Wed, 06 Apr 2022 10:09:00 GMT",0.0,0.0,Positive
84,Bitcoin falls; sanctions on Russian darknet and crypto exchange — Crypto Moves - Arab News,https://www.arabnews.com/node/2057751/business-economy,https://www.arabnews.com,"Wed, 06 Apr 2022 06:42:55 GMT",0.0,0.0,Positive
85,Bitcoin Miner Marathon Open To Acquisition With Right Valuation - Bloomberg,https://www.bloomberg.com/news/articles/2022-04-04/crypto-miner-marathon-open-to-sale-at-right-valuation-ceo-says,https://www.bloomberg.com,"Mon, 04 Apr 2022 20:08:20 GMT",0.5178571428571428,0.14285714285714285,Positive
86,Texas Bank to Add Bitcoin Salary Payments in Employee Savings Program - U.Today,https://u.today/texas-bank-to-add-bitcoin-salary-payments-in-employee-savings-program,https://u.today,"Tue, 05 Apr 2022 15:48:15 GMT",0.0,0.0,Positive
87,Lightning Labs Raises $70M to Bring Stablecoins to Bitcoin - CoinDesk,https://www.coindesk.com/business/2022/04/05/lightning-labs-raises-70m-to-bring-stablecoins-to-bitcoin/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,https://www.coindesk.com,"Tue, 05 Apr 2022 15:00:00 GMT",0.0,0.0,Positive
88,Singapore Passes Law For Crypto Providers; Bitcoin Rises - Outlook India,https://www.outlookindia.com/business/singapore-passes-law-for-crypto-providers-bitcoin-rises-news-190191,https://www.outlookindia.com,"Tue, 05 Apr 2022 12:53:38 GMT",0.0,0.0,Positive
89,Bitcoin Elliott Wave trading strategies [Video] - FXStreet,https://www.fxstreet.com/cryptocurrencies/news/bitcoin-elliott-wave-trading-strategies-202204050232,https://www.fxstreet.com,"Tue, 05 Apr 2022 02:00:00 GMT",0.0,0.0,Positive
90,Buckle up for the bitcoin legal revolution - Risk.net,https://www.risk.net/comment/7945811/buckle-up-for-the-bitcoin-legal-revolution,https://www.risk.net,"Wed, 06 Apr 2022 03:30:00 GMT",0.2,0.2,Positive
91,Want to short Bitcoin? ProFunds is creating a fund for you - Seeking Alpha,https://seekingalpha.com/news/3821132-want-to-short-bitcoin-keep-an-eye-on-profunds-latest-sec-filing-that-plans-too,https://seekingalpha.com,"Wed, 06 Apr 2022 13:34:00 GMT",0.3,0.0,Positive
92,Bitcoin Dividends Offer Sends Nasdaq-Listed Stock Surging 8% - Benzinga - Benzinga,https://www.benzinga.com/markets/cryptocurrency/22/04/26466490/dividends-in-bitcoin-this-companys-stock-shot-up-8-on-the-news,https://www.benzinga.com,"Tue, 05 Apr 2022 04:29:27 GMT",0.0,0.0,Positive
93,Bitcoin daily chart alert - Bulls keeping their advantage - Apr. 5 - Kitco NEWS,https://www.kitco.com/news/2022-04-05/Bitcoin-daily-chart-alert-Bulls-keeping-their-advantage-Apr-5.html,https://www.kitco.com,"Tue, 05 Apr 2022 12:00:00 GMT",0.0,0.0,Positive
94,"Mooners and Shakers: Bitcoin hangs at support, Musk joins Twitter board, DOGE pumps - Stockhead",https://stockhead.com.au/cryptocurrency/mooners-and-shakers-bitcoin-hangs-at-support-musk-joins-twitter-board-doge-pumps/,https://stockhead.com.au,"Tue, 05 Apr 2022 17:57:50 GMT",0.0,0.0,Positive
95,SEC Chair Gensler Asks Staff to Collaborate With CFTC on Regulating Crypto Exchanges – Regulation Bitcoin News - Bitcoin News,https://news.bitcoin.com/sec-chair-gensler-asks-staff-to-collaborate-with-cftc-on-regulating-crypto-exchanges/,https://news.bitcoin.com,"Wed, 06 Apr 2022 03:39:16 GMT",0.6,-0.1,Negative
96,Bitcoin Payment Processor BitPay Announced Support For Lighting Payments - Nasdaq,https://www.nasdaq.com/articles/bitcoin-payment-processor-bitpay-announced-support-for-lighting-payments,https://www.nasdaq.com,"Wed, 06 Apr 2022 13:30:00 GMT",0.0,0.0,Positive
97,Forbes Releases The World's Crypto Billionaires List For 2022 - Who's No. 1? | Bitcoinist.com - Bitcoinist,https://bitcoinist.com/forbes-releases-the-worlds-crypto/,https://bitcoinist.com,"Wed, 06 Apr 2022 07:47:37 GMT",0.0,0.0,Positive
98,New Samsung Galaxy S22 series lands this week at BTC - EyeWitness News,https://ewnews.com/new-samsung-galaxy-s22-series-lands-this-week-at-btc,https://ewnews.com,"Tue, 05 Apr 2022 07:33:09 GMT",0.45454545454545453,0.13636363636363635,Positive
